queue_length,doctors_available,avg_consult_time,emergency_cases,department,time_of_day,weekday,patient_priority,consultation_complexity,is_peak_hour,load_ratio,emergency_ratio,actual_wait_time
27,2,19.33,1,Psychiatry,night,Saturday,normal,routine,0,13.5,0.037,263.9
10,1,12.22,0,General Medicine,morning,Saturday,urgent,complex,0,10.0,0.0,82.87
34,1,21.63,0,Orthopedics,morning,Thursday,urgent,complex,1,34.0,0.0,784.51
19,4,6.26,1,General Medicine,afternoon,Saturday,urgent,moderate,0,4.75,0.053,24.14
7,2,5.0,1,Gynecology,night,Saturday,urgent,routine,0,3.5,0.143,19.03
3,2,12.73,0,Radiology,night,Tuesday,normal,routine,0,1.5,0.0,18.2
28,5,28.86,1,Psychiatry,morning,Tuesday,normal,moderate,1,5.6,0.036,220.23
19,4,13.42,3,Radiology,night,Monday,emergency,moderate,0,4.75,0.158,43.22
10,2,15.92,0,Gynecology,evening,Saturday,emergency,moderate,0,5.0,0.0,39.36
10,2,8.87,1,ENT,afternoon,Tuesday,emergency,routine,1,5.0,0.1,31.39
34,3,10.08,0,ENT,afternoon,Tuesday,normal,routine,1,11.33,0.0,139.67
13,1,8.36,2,Dermatology,afternoon,Tuesday,emergency,moderate,1,13.0,0.154,82.27
15,2,12.57,1,Emergency,morning,Sunday,normal,routine,0,7.5,0.067,108.12
29,1,19.7,0,Cardiology,evening,Wednesday,normal,moderate,0,29.0,0.0,539.9
20,3,8.31,2,ENT,evening,Thursday,emergency,moderate,0,6.67,0.1,35.34
28,4,18.22,1,Radiology,afternoon,Friday,urgent,complex,1,7.0,0.036,138.08
38,3,5.98,0,General Medicine,afternoon,Thursday,urgent,routine,1,12.67,0.0,76.9
22,4,7.37,0,ENT,afternoon,Tuesday,urgent,routine,1,5.5,0.0,41.33
13,1,6.45,0,Dermatology,morning,Tuesday,normal,routine,1,13.0,0.0,112.52
13,1,19.35,0,Psychiatry,afternoon,Thursday,normal,routine,1,13.0,0.0,323.03
29,4,12.63,0,Dermatology,night,Tuesday,urgent,moderate,0,7.25,0.0,74.57
12,4,16.78,0,Emergency,evening,Sunday,urgent,routine,0,3.0,0.0,41.64
12,5,8.5,1,Pediatrics,afternoon,Tuesday,emergency,routine,1,2.4,0.083,18.5
26,1,17.15,0,Psychiatry,morning,Friday,normal,routine,1,26.0,0.0,540.11
10,1,9.45,1,General Medicine,afternoon,Sunday,normal,routine,0,10.0,0.1,110.53
18,4,11.73,1,Radiology,afternoon,Tuesday,emergency,routine,1,4.5,0.056,29.75
15,2,11.38,0,Orthopedics,evening,Monday,normal,routine,0,7.5,0.0,76.34
14,5,12.98,0,Gynecology,morning,Monday,normal,routine,1,2.8,0.0,42.38
10,5,11.19,0,ENT,night,Wednesday,normal,moderate,0,2.0,0.0,19.05
29,2,5.44,3,Dermatology,evening,Monday,emergency,routine,0,14.5,0.103,35.53
25,5,14.72,0,Neurology,morning,Tuesday,normal,routine,1,5.0,0.0,93.24
21,3,12.59,0,General Medicine,evening,Tuesday,urgent,moderate,0,7.0,0.0,81.17
19,5,5.89,1,Dermatology,afternoon,Wednesday,normal,routine,1,3.8,0.053,32.98
23,2,16.9,1,Gynecology,morning,Wednesday,normal,moderate,1,11.5,0.043,261.9
18,1,5.83,2,Dermatology,morning,Wednesday,normal,routine,1,18.0,0.111,149.72
34,3,11.53,0,Orthopedics,afternoon,Tuesday,normal,routine,1,11.33,0.0,163.53
6,2,10.5,0,Emergency,night,Monday,normal,routine,0,3.0,0.0,30.45
38,5,14.64,0,Neurology,afternoon,Friday,urgent,routine,1,7.6,0.0,120.81
19,1,13.26,0,Orthopedics,afternoon,Tuesday,normal,routine,1,19.0,0.0,316.65
5,1,11.48,0,General Medicine,night,Monday,normal,moderate,0,5.0,0.0,58.27
36,2,17.55,1,Orthopedics,afternoon,Friday,normal,moderate,1,18.0,0.028,394.79
9,3,8.58,1,Ophthalmology,night,Wednesday,normal,moderate,0,3.0,0.111,28.52
8,5,13.51,0,Emergency,afternoon,Friday,normal,routine,1,1.6,0.0,27.72
27,4,15.96,1,Emergency,evening,Saturday,normal,routine,0,6.75,0.037,117.31
15,4,17.74,0,Neurology,afternoon,Sunday,normal,routine,0,3.75,0.0,67.84
19,4,13.16,1,ENT,afternoon,Monday,normal,complex,1,4.75,0.053,77.27
25,3,12.86,0,Cardiology,night,Thursday,urgent,routine,0,8.33,0.0,88.42
21,3,12.65,1,Emergency,evening,Monday,normal,routine,0,7.0,0.048,101.56
9,2,10.19,0,General Medicine,evening,Thursday,normal,routine,0,4.5,0.0,43.84
15,3,11.59,0,Cardiology,evening,Thursday,normal,routine,0,5.0,0.0,53.04
27,3,13.19,0,Ophthalmology,evening,Sunday,normal,routine,0,9.0,0.0,128.1
15,5,13.19,2,Radiology,morning,Wednesday,normal,routine,1,3.0,0.133,69.53
29,3,16.71,0,Neurology,morning,Saturday,emergency,routine,0,9.67,0.0,89.14
24,3,15.0,2,Ophthalmology,night,Thursday,emergency,complex,0,8.0,0.083,69.99
21,5,14.5,0,Dermatology,morning,Friday,normal,complex,1,4.2,0.0,73.01
6,5,19.62,0,Psychiatry,night,Tuesday,normal,routine,0,1.2,0.0,22.77
26,2,12.81,0,Radiology,afternoon,Tuesday,urgent,routine,1,13.0,0.0,180.72
25,4,10.54,1,Orthopedics,evening,Monday,normal,routine,0,6.25,0.04,74.17
12,1,5.02,1,General Medicine,morning,Tuesday,emergency,routine,1,12.0,0.083,38.62
29,3,12.92,0,Emergency,morning,Saturday,urgent,routine,0,9.67,0.0,117.76
15,4,9.77,2,Radiology,afternoon,Thursday,urgent,routine,1,3.75,0.133,51.77
10,3,16.42,1,ENT,evening,Friday,urgent,complex,0,3.33,0.1,51.87
13,4,18.34,1,Orthopedics,night,Monday,urgent,moderate,0,3.25,0.077,61.11
14,3,12.86,0,Gynecology,morning,Thursday,normal,routine,1,4.67,0.0,74.02
1,4,14.27,1,Orthopedics,evening,Thursday,normal,routine,0,0.25,1.0,10.51
4,3,20.91,0,Psychiatry,evening,Friday,normal,routine,0,1.33,0.0,27.51
22,3,17.77,0,Gynecology,evening,Thursday,normal,moderate,0,7.33,0.0,137.46
40,1,5.0,1,General Medicine,morning,Friday,normal,routine,1,40.0,0.025,260.22
20,2,10.71,0,General Medicine,afternoon,Wednesday,urgent,moderate,1,10.0,0.0,104.15
3,4,6.77,0,ENT,night,Thursday,normal,routine,0,0.75,0.0,5.15
27,1,9.22,1,ENT,morning,Saturday,normal,routine,0,27.0,0.037,257.42
12,5,15.73,0,Emergency,evening,Thursday,normal,moderate,0,2.4,0.0,35.65
25,4,13.65,0,Ophthalmology,night,Monday,urgent,moderate,0,6.25,0.0,66.39
32,3,21.35,1,Psychiatry,afternoon,Wednesday,normal,routine,1,10.67,0.031,314.21
21,5,14.65,0,Radiology,evening,Wednesday,normal,moderate,0,4.2,0.0,68.62
14,1,12.46,0,Orthopedics,afternoon,Friday,normal,routine,1,14.0,0.0,209.3
12,5,11.2,0,Dermatology,morning,Wednesday,normal,moderate,1,2.4,0.0,31.58
14,4,10.21,0,General Medicine,afternoon,Saturday,normal,routine,0,3.5,0.0,40.51
22,5,16.1,1,Cardiology,afternoon,Sunday,normal,moderate,0,4.4,0.045,72.61
30,5,10.83,1,Pediatrics,afternoon,Wednesday,normal,routine,1,6.0,0.033,91.49
26,1,13.82,1,Pediatrics,afternoon,Monday,emergency,moderate,1,26.0,0.038,249.78
28,2,8.67,0,General Medicine,night,Thursday,urgent,routine,0,14.0,0.0,102.64
10,2,20.4,0,Psychiatry,afternoon,Saturday,normal,routine,0,5.0,0.0,103.01
10,1,15.28,0,Gynecology,afternoon,Tuesday,normal,moderate,1,10.0,0.0,189.38
31,2,14.76,0,Neurology,morning,Friday,normal,routine,1,15.5,0.0,293.18
12,5,8.55,0,ENT,afternoon,Thursday,normal,routine,1,2.4,0.0,23.49
28,2,10.37,0,General Medicine,afternoon,Monday,normal,routine,1,14.0,0.0,175.54
23,4,11.42,1,Pediatrics,afternoon,Friday,normal,moderate,1,5.75,0.043,86.87
21,5,11.78,0,ENT,afternoon,Tuesday,urgent,complex,1,4.2,0.0,52.39
19,1,10.19,0,Ophthalmology,morning,Friday,normal,routine,1,19.0,0.0,231.71
21,1,10.47,1,Ophthalmology,afternoon,Thursday,emergency,routine,1,21.0,0.048,141.91
36,4,6.19,0,Dermatology,morning,Monday,normal,routine,1,9.0,0.0,72.3
26,2,13.47,0,Cardiology,morning,Monday,urgent,routine,1,13.0,0.0,179.12
1,4,13.88,0,Radiology,evening,Friday,normal,moderate,0,0.25,0.0,3.51
1,3,15.06,0,Pediatrics,evening,Tuesday,normal,routine,0,0.33,0.0,4.74
7,4,16.71,0,Ophthalmology,evening,Monday,normal,moderate,0,1.75,0.0,27.2
23,2,8.5,0,Cardiology,morning,Friday,urgent,routine,1,11.5,0.0,110.46
28,4,9.81,0,ENT,night,Friday,urgent,routine,0,7.0,0.0,47.3
14,5,14.46,0,Orthopedics,morning,Monday,normal,routine,1,2.8,0.0,56.99
19,5,13.48,0,Cardiology,morning,Saturday,normal,routine,0,3.8,0.0,51.47
31,5,12.39,1,Cardiology,morning,Wednesday,normal,routine,1,6.2,0.032,104.79
15,3,10.89,3,Pediatrics,morning,Thursday,emergency,moderate,1,5.0,0.2,51.45
7,2,14.32,0,Radiology,evening,Tuesday,normal,moderate,0,3.5,0.0,39.58
14,1,10.19,0,ENT,night,Monday,normal,routine,0,14.0,0.0,149.43
25,2,29.08,1,Psychiatry,afternoon,Thursday,emergency,moderate,1,12.5,0.04,267.34
21,5,13.05,1,Cardiology,afternoon,Wednesday,normal,routine,1,4.2,0.048,79.35
24,3,8.35,0,Ophthalmology,morning,Tuesday,urgent,routine,1,8.0,0.0,73.07
14,5,24.98,1,Cardiology,afternoon,Friday,normal,complex,1,2.8,0.071,109.22
8,1,9.43,0,Dermatology,evening,Thursday,normal,routine,0,8.0,0.0,69.09
15,4,6.46,0,ENT,afternoon,Friday,normal,routine,1,3.75,0.0,33.11
23,4,10.2,0,Radiology,morning,Saturday,normal,routine,0,5.75,0.0,62.28
21,3,11.08,0,Emergency,afternoon,Thursday,urgent,routine,1,7.0,0.0,71.83
21,1,10.4,2,Pediatrics,morning,Friday,normal,routine,1,21.0,0.095,269.82
8,4,15.55,1,Cardiology,morning,Saturday,normal,routine,0,2.0,0.125,40.81
25,1,10.33,0,Ophthalmology,evening,Thursday,normal,routine,0,25.0,0.0,263.87
26,3,18.37,0,General Medicine,afternoon,Tuesday,normal,complex,1,8.67,0.0,203.68
35,1,9.31,1,Pediatrics,afternoon,Thursday,normal,routine,1,35.0,0.029,410.59
34,2,11.73,0,Gynecology,morning,Thursday,normal,routine,1,17.0,0.0,257.57
33,1,32.85,1,Psychiatry,afternoon,Thursday,emergency,complex,1,33.0,0.03,652.08
4,2,16.62,1,Neurology,evening,Tuesday,normal,routine,0,2.0,0.25,45.21
35,3,7.05,0,General Medicine,afternoon,Friday,normal,routine,1,11.67,0.0,107.22
26,2,5.28,0,ENT,afternoon,Thursday,normal,routine,1,13.0,0.0,81.78
3,2,12.42,0,Emergency,night,Saturday,normal,routine,0,1.5,0.0,20.71
30,3,9.6,1,Cardiology,morning,Tuesday,normal,routine,1,10.0,0.033,118.91
22,3,11.43,0,General Medicine,afternoon,Friday,normal,routine,1,7.33,0.0,103.57
36,1,10.39,0,General Medicine,morning,Wednesday,normal,moderate,1,36.0,0.0,449.78
38,4,24.42,0,Psychiatry,afternoon,Thursday,normal,routine,1,9.5,0.0,254.49
28,5,12.67,1,Emergency,afternoon,Sunday,normal,routine,0,5.6,0.036,84.14
23,2,6.66,1,Dermatology,night,Friday,urgent,routine,0,11.5,0.043,59.84
25,1,15.69,0,Neurology,afternoon,Saturday,normal,routine,0,25.0,0.0,422.03
26,3,14.73,0,Gynecology,night,Thursday,urgent,routine,0,8.67,0.0,101.54
31,4,10.14,0,Radiology,afternoon,Wednesday,normal,routine,1,7.75,0.0,100.99
16,5,5.75,1,Ophthalmology,morning,Tuesday,normal,routine,1,3.2,0.062,26.55
26,1,9.94,0,ENT,night,Friday,normal,moderate,0,26.0,0.0,274.46
12,1,20.42,0,Emergency,morning,Friday,normal,complex,1,12.0,0.0,277.64
20,4,11.83,0,General Medicine,afternoon,Thursday,normal,complex,1,5.0,0.0,76.25
11,1,13.91,1,Neurology,morning,Monday,normal,routine,1,11.0,0.091,181.28
17,4,14.98,2,Gynecology,evening,Friday,emergency,moderate,0,4.25,0.118,26.45
27,5,15.26,0,Neurology,morning,Monday,normal,routine,1,5.4,0.0,105.64
14,4,8.64,0,Dermatology,morning,Monday,normal,routine,1,3.5,0.0,38.15
14,2,7.98,0,Dermatology,night,Tuesday,normal,moderate,0,7.0,0.0,52.73
42,3,13.75,1,Ophthalmology,morning,Thursday,normal,moderate,1,14.0,0.024,234.83
17,1,9.38,0,General Medicine,morning,Saturday,normal,routine,0,17.0,0.0,170.29
29,2,13.8,0,General Medicine,morning,Wednesday,normal,moderate,1,14.5,0.0,245.21
16,4,19.31,1,Psychiatry,night,Saturday,normal,routine,0,4.0,0.062,80.46
30,1,15.39,1,Emergency,afternoon,Thursday,normal,moderate,1,30.0,0.033,579.76
29,5,16.89,0,Pediatrics,evening,Wednesday,normal,moderate,0,5.8,0.0,98.15
11,2,18.22,0,Neurology,evening,Sunday,normal,routine,0,5.5,0.0,91.07
15,3,25.88,0,Neurology,morning,Wednesday,normal,complex,1,5.0,0.0,150.44
23,2,12.91,0,Cardiology,afternoon,Thursday,normal,routine,1,11.5,0.0,188.22
17,1,9.75,1,Dermatology,morning,Tuesday,normal,moderate,1,17.0,0.059,205.02
29,3,12.42,0,Gynecology,morning,Tuesday,normal,moderate,1,9.67,0.0,157.9
3,4,9.97,0,Dermatology,evening,Thursday,normal,moderate,0,0.75,0.0,6.89
27,3,19.25,0,Neurology,afternoon,Thursday,urgent,routine,1,9.0,0.0,199.47
8,5,10.4,0,Emergency,night,Friday,emergency,routine,0,1.6,0.0,9.04
12,1,22.01,0,Psychiatry,morning,Sunday,normal,routine,0,12.0,0.0,283.48
2,2,13.89,0,Cardiology,morning,Saturday,normal,routine,0,1.0,0.0,13.86
27,5,7.53,0,Dermatology,morning,Thursday,normal,routine,1,5.4,0.0,53.42
41,1,24.11,1,Neurology,afternoon,Friday,normal,complex,1,41.0,0.024,1171.71
32,1,16.33,0,Emergency,afternoon,Thursday,normal,moderate,1,32.0,0.0,658.93
24,4,14.03,0,Emergency,night,Wednesday,normal,routine,0,6.0,0.0,85.14
21,4,17.85,1,Gynecology,evening,Tuesday,emergency,moderate,0,5.25,0.048,60.76
16,4,13.71,0,Cardiology,afternoon,Tuesday,normal,routine,1,4.0,0.0,72.2
2,4,15.39,1,Gynecology,night,Monday,urgent,moderate,0,0.5,0.5,13.62
13,4,8.64,0,General Medicine,morning,Monday,normal,moderate,1,3.25,0.0,33.52
16,2,11.65,0,Orthopedics,evening,Tuesday,normal,routine,0,8.0,0.0,79.22
30,1,19.54,1,Radiology,morning,Tuesday,emergency,complex,1,30.0,0.033,352.84
18,2,5.49,2,Ophthalmology,night,Friday,normal,routine,0,9.0,0.111,57.16
22,4,15.36,2,Cardiology,evening,Thursday,emergency,moderate,0,5.5,0.091,50.63
8,3,19.53,0,Orthopedics,night,Thursday,normal,moderate,0,2.67,0.0,53.12
20,1,6.9,1,Dermatology,morning,Friday,normal,routine,1,20.0,0.05,167.19
35,4,8.81,0,Pediatrics,afternoon,Thursday,urgent,routine,1,8.75,0.0,79.23
3,5,13.38,0,Cardiology,night,Monday,normal,routine,0,0.6,0.0,7.42
14,5,13.51,0,Gynecology,afternoon,Thursday,urgent,routine,1,2.8,0.0,42.04
27,5,12.14,0,Ophthalmology,morning,Wednesday,normal,moderate,1,5.4,0.0,78.51
26,5,8.37,0,Pediatrics,afternoon,Saturday,normal,routine,0,5.2,0.0,42.97
14,3,13.83,1,Ophthalmology,morning,Thursday,emergency,routine,1,4.67,0.071,52.23
19,2,15.14,0,Gynecology,evening,Monday,urgent,routine,0,9.5,0.0,113.79
6,3,12.01,0,Ophthalmology,night,Tuesday,normal,moderate,0,2.0,0.0,26.25
18,5,18.72,1,Psychiatry,afternoon,Friday,normal,routine,1,3.6,0.056,99.01
27,3,36.05,0,Psychiatry,afternoon,Saturday,urgent,complex,0,9.0,0.0,274.6
32,1,17.97,2,Neurology,afternoon,Wednesday,normal,routine,1,32.0,0.062,699.19
28,3,12.6,1,Orthopedics,night,Wednesday,normal,routine,0,9.33,0.036,139.99
28,3,11.98,0,Ophthalmology,night,Sunday,normal,moderate,0,9.33,0.0,109.41
12,4,11.01,0,Dermatology,afternoon,Thursday,normal,moderate,1,3.0,0.0,40.25
9,2,12.89,0,Emergency,night,Wednesday,normal,routine,0,4.5,0.0,57.53
14,5,11.72,0,Emergency,morning,Sunday,normal,routine,0,2.8,0.0,34.6
34,3,19.01,0,Emergency,afternoon,Friday,normal,moderate,1,11.33,0.0,290.77
7,4,11.42,0,Radiology,night,Thursday,normal,routine,0,1.75,0.0,22.28
11,5,5.53,1,ENT,night,Tuesday,normal,routine,0,2.2,0.091,14.77
27,4,22.94,0,Neurology,evening,Thursday,normal,moderate,0,6.75,0.0,130.94
25,5,25.73,0,Neurology,afternoon,Friday,normal,moderate,1,5.0,0.0,157.92
33,2,11.31,0,General Medicine,morning,Monday,normal,routine,1,16.5,0.0,236.54
13,4,12.17,0,Radiology,evening,Wednesday,normal,routine,0,3.25,0.0,45.91
29,2,14.64,0,Gynecology,morning,Wednesday,urgent,moderate,1,14.5,0.0,206.93
21,4,16.81,0,General Medicine,night,Friday,normal,complex,0,5.25,0.0,97.93
15,5,12.86,1,Emergency,night,Monday,normal,moderate,0,3.0,0.067,49.17
37,2,21.09,0,Psychiatry,morning,Monday,urgent,routine,1,18.5,0.0,367.89
13,3,9.58,0,Dermatology,evening,Saturday,normal,moderate,0,4.33,0.0,40.25
24,5,10.08,0,Pediatrics,night,Tuesday,normal,moderate,0,4.8,0.0,51.27
27,1,13.1,1,Gynecology,evening,Wednesday,normal,routine,0,27.0,0.037,384.86
26,1,19.83,0,Psychiatry,afternoon,Monday,normal,routine,1,26.0,0.0,638.61
29,3,9.62,2,Dermatology,afternoon,Thursday,urgent,routine,1,9.67,0.069,115.87
34,3,11.72,0,Gynecology,afternoon,Friday,normal,routine,1,11.33,0.0,162.18
9,4,15.03,0,Cardiology,evening,Friday,normal,routine,0,2.25,0.0,30.34
23,3,14.68,0,Pediatrics,night,Wednesday,urgent,complex,0,7.67,0.0,102.61
12,5,14.52,1,Emergency,morning,Monday,normal,routine,1,2.4,0.083,52.1
41,4,11.59,0,Radiology,morning,Wednesday,normal,routine,1,10.25,0.0,154.33
29,1,11.81,0,Ophthalmology,afternoon,Wednesday,normal,routine,1,29.0,0.0,419.66
21,5,15.78,0,Neurology,afternoon,Saturday,normal,routine,0,4.2,0.0,67.18
22,2,19.01,0,Neurology,night,Sunday,normal,moderate,0,11.0,0.0,213.26
36,4,13.64,0,Gynecology,morning,Thursday,urgent,routine,1,9.0,0.0,119.75
19,4,26.85,0,Psychiatry,night,Monday,normal,moderate,0,4.75,0.0,111.16
40,4,14.28,0,Cardiology,afternoon,Tuesday,urgent,routine,1,10.0,0.0,155.66
14,2,13.2,0,Cardiology,evening,Friday,normal,routine,0,7.0,0.0,80.73
41,4,20.77,1,Cardiology,morning,Friday,normal,moderate,1,10.25,0.024,232.55
24,2,22.4,0,Psychiatry,night,Wednesday,normal,routine,0,12.0,0.0,262.97
24,5,14.4,0,Pediatrics,afternoon,Monday,urgent,complex,1,4.8,0.0,65.03
21,5,10.72,0,Pediatrics,evening,Thursday,urgent,moderate,0,4.2,0.0,38.31
20,5,14.49,1,Radiology,night,Tuesday,normal,routine,0,4.0,0.05,58.96
18,4,10.21,0,ENT,afternoon,Tuesday,urgent,moderate,1,4.5,0.0,46.28
22,2,8.5,0,ENT,night,Saturday,normal,routine,0,11.0,0.0,80.27
3,2,17.88,0,Gynecology,morning,Saturday,normal,moderate,0,1.5,0.0,26.84
21,5,9.72,1,Gynecology,morning,Monday,normal,routine,1,4.2,0.048,53.65
39,5,15.0,0,Neurology,morning,Tuesday,normal,routine,1,7.8,0.0,139.13
11,3,16.09,0,Orthopedics,night,Tuesday,normal,moderate,0,3.67,0.0,56.35
22,5,25.32,0,Emergency,afternoon,Thursday,normal,complex,1,4.4,0.0,142.2
12,4,10.55,0,Ophthalmology,afternoon,Sunday,normal,routine,0,3.0,0.0,35.2
19,5,9.16,1,Emergency,afternoon,Thursday,normal,routine,1,3.8,0.053,49.66
28,2,20.68,2,Neurology,night,Wednesday,emergency,moderate,0,14.0,0.071,171.48
34,3,12.73,1,Emergency,morning,Monday,normal,routine,1,11.33,0.029,182.92
24,1,17.65,0,Neurology,night,Saturday,urgent,routine,0,24.0,0.0,383.09
11,1,8.57,0,Dermatology,afternoon,Tuesday,normal,complex,1,11.0,0.0,115.83
11,4,8.69,0,Ophthalmology,night,Thursday,normal,routine,0,2.75,0.0,26.74
22,4,8.41,1,Radiology,afternoon,Monday,urgent,routine,1,5.5,0.045,57.11
26,4,17.72,0,Ophthalmology,morning,Friday,normal,complex,1,6.5,0.0,143.35
10,2,15.82,0,Emergency,morning,Wednesday,normal,moderate,1,5.0,0.0,100.26
32,1,15.94,0,Cardiology,morning,Tuesday,normal,routine,1,32.0,0.0,668.17
40,4,11.65,0,ENT,morning,Friday,normal,moderate,1,10.0,0.0,164.02
1,4,7.03,0,General Medicine,evening,Thursday,normal,routine,0,0.25,0.0,2.0
20,5,18.02,1,Ophthalmology,afternoon,Wednesday,normal,complex,1,4.0,0.05,98.77
16,1,8.77,0,Gynecology,night,Thursday,urgent,routine,0,16.0,0.0,126.27
23,3,20.66,0,Neurology,afternoon,Wednesday,urgent,moderate,1,7.67,0.0,193.47
26,2,5.0,0,Dermatology,afternoon,Tuesday,normal,routine,1,13.0,0.0,88.26
16,2,19.84,0,Neurology,afternoon,Saturday,urgent,moderate,0,8.0,0.0,125.32
26,1,15.98,0,Ophthalmology,morning,Tuesday,urgent,moderate,1,26.0,0.0,422.17
24,2,10.52,0,Ophthalmology,night,Saturday,normal,routine,0,12.0,0.0,120.04
17,3,15.7,1,Neurology,afternoon,Monday,normal,routine,1,5.67,0.059,117.85
11,4,13.74,0,Ophthalmology,morning,Sunday,normal,moderate,0,2.75,0.0,32.35
37,1,13.3,0,Cardiology,morning,Monday,normal,routine,1,37.0,0.0,624.51
18,3,11.46,0,Gynecology,evening,Wednesday,normal,routine,0,6.0,0.0,63.25
40,1,28.72,0,Psychiatry,afternoon,Wednesday,normal,moderate,1,40.0,0.0,1177.16
11,2,5.0,0,Dermatology,night,Tuesday,normal,routine,0,5.5,0.0,27.2
26,4,11.08,2,Radiology,afternoon,Saturday,normal,routine,0,6.5,0.077,80.8
38,5,9.57,0,ENT,afternoon,Thursday,normal,routine,1,7.6,0.0,87.61
13,4,9.73,0,ENT,evening,Wednesday,normal,moderate,0,3.25,0.0,28.5
1,5,22.95,0,Psychiatry,morning,Sunday,normal,routine,0,0.2,0.0,4.4
13,2,19.76,0,Psychiatry,evening,Saturday,urgent,routine,0,6.5,0.0,107.79
23,4,6.29,0,Cardiology,night,Thursday,normal,routine,0,5.75,0.0,39.26
15,1,10.16,0,General Medicine,afternoon,Wednesday,normal,routine,1,15.0,0.0,186.46
14,4,7.47,0,Ophthalmology,afternoon,Thursday,normal,routine,1,3.5,0.0,33.57
37,1,8.15,1,Ophthalmology,morning,Thursday,emergency,routine,1,37.0,0.027,212.49
25,1,14.1,1,Gynecology,morning,Tuesday,normal,routine,1,25.0,0.04,451.69
18,2,6.06,1,ENT,morning,Tuesday,normal,routine,1,9.0,0.056,66.53
29,2,16.29,0,Neurology,afternoon,Sunday,urgent,routine,0,14.5,0.0,168.97
20,4,12.5,1,Radiology,morning,Friday,normal,routine,1,5.0,0.05,83.54
1,5,7.3,2,Pediatrics,night,Monday,emergency,routine,0,0.2,2.0,4.41
13,5,14.58,0,Emergency,night,Thursday,normal,routine,0,2.6,0.0,33.69
18,1,17.77,2,Orthopedics,morning,Tuesday,emergency,routine,1,18.0,0.111,247.42
20,5,12.84,1,ENT,morning,Sunday,urgent,moderate,0,4.0,0.05,50.51
39,1,8.58,2,Dermatology,afternoon,Friday,emergency,moderate,1,39.0,0.051,275.09
19,4,13.66,0,Cardiology,night,Saturday,normal,routine,0,4.75,0.0,70.22
21,2,16.1,0,Gynecology,morning,Wednesday,urgent,moderate,1,10.5,0.0,167.05
29,3,11.2,1,Dermatology,evening,Monday,normal,moderate,0,9.67,0.034,111.07
25,4,10.68,1,Ophthalmology,evening,Thursday,normal,routine,0,6.25,0.04,82.99
15,4,12.2,1,ENT,evening,Sunday,normal,complex,0,3.75,0.067,58.26
28,3,20.35,0,Orthopedics,morning,Sunday,urgent,complex,0,9.33,0.0,148.7
27,3,19.76,0,Psychiatry,night,Thursday,normal,routine,0,9.0,0.0,195.02
9,3,19.21,0,Radiology,afternoon,Sunday,urgent,complex,0,3.0,0.0,44.05
16,4,14.96,0,Cardiology,morning,Tuesday,normal,routine,1,4.0,0.0,77.96
12,1,9.14,0,General Medicine,morning,Monday,normal,routine,1,12.0,0.0,151.26
41,5,8.35,0,Dermatology,morning,Thursday,normal,routine,1,8.2,0.0,85.54
28,5,17.58,0,Psychiatry,afternoon,Friday,normal,routine,1,5.6,0.0,113.7
28,3,15.23,0,ENT,morning,Monday,normal,complex,1,9.33,0.0,185.06
26,2,10.53,0,Radiology,morning,Wednesday,normal,routine,1,13.0,0.0,163.48
12,3,11.6,1,Radiology,night,Tuesday,normal,routine,0,4.0,0.083,58.26
22,3,7.54,0,ENT,afternoon,Tuesday,normal,routine,1,7.33,0.0,68.14
21,2,11.89,0,Cardiology,night,Saturday,normal,routine,0,10.5,0.0,117.68
37,5,14.69,2,Emergency,morning,Thursday,emergency,moderate,1,7.4,0.054,85.22
20,4,13.76,2,Pediatrics,morning,Monday,emergency,moderate,1,5.0,0.1,57.82
13,1,16.77,0,Radiology,evening,Thursday,normal,moderate,0,13.0,0.0,223.24
25,3,9.69,1,General Medicine,morning,Monday,urgent,moderate,1,8.33,0.04,94.17
32,4,12.88,0,Emergency,afternoon,Monday,normal,routine,1,8.0,0.0,122.71
1,4,12.94,0,Ophthalmology,morning,Sunday,normal,routine,0,0.25,0.0,3.16
18,1,20.52,0,Neurology,afternoon,Thursday,normal,moderate,1,18.0,0.0,435.59
26,4,8.53,0,ENT,morning,Tuesday,normal,moderate,1,6.5,0.0,67.42
26,5,13.78,1,Emergency,afternoon,Tuesday,normal,routine,1,5.2,0.038,103.34
24,1,21.11,1,Psychiatry,evening,Friday,normal,routine,0,24.0,0.042,543.84
5,5,8.0,0,Gynecology,evening,Saturday,normal,routine,0,1.0,0.0,9.0
32,3,8.32,2,General Medicine,afternoon,Thursday,emergency,routine,1,10.67,0.062,54.38
6,1,23.52,2,Psychiatry,evening,Wednesday,emergency,moderate,0,6.0,0.333,69.23
39,2,11.21,0,Emergency,morning,Tuesday,normal,routine,1,19.5,0.0,249.47
29,4,24.83,0,Orthopedics,afternoon,Saturday,urgent,complex,0,7.25,0.0,176.4
15,2,8.37,0,Ophthalmology,morning,Tuesday,normal,routine,1,7.5,0.0,83.26
1,2,18.53,1,Psychiatry,night,Wednesday,urgent,routine,0,0.5,1.0,14.76
11,4,9.54,0,Dermatology,morning,Sunday,urgent,moderate,0,2.75,0.0,21.51
27,4,15.06,1,Emergency,morning,Friday,normal,routine,1,6.75,0.037,139.47
